"Category","Licence No.","Operating Name","Issued","Client Name","Business Phone","Business Phone Ext.","Licence Address Line 1","Licence Address Line 2","Licence Address Line 3","Conditions","Free Form Conditions Line 1","Free Form Conditions Line 2","Plate No.","Endorsements","Cancel Date","Latitude","Longitude"
"RETAIL STORE (FOOD)","B50-0225637","HEALTH SERVICE CENTRE","25-JUN-1993","BUSS, HENRY","4165359562","","2623 ISLINGTON AVE","TORONTO, ON","M9V 2X4","","","","","FOODSTUFFS;","",43.7377694098,-79.5650001208
"RETAIL STORE (FOOD)","B50-0225638","HEALTH SERVICE CENTRE","25-JUN-1993","BUSS, HENRY","4165359562","","2650 DANFORTH AVE","TORONTO, ON","M4C 1L7","","","","","FOODSTUFFS;","",43.6888696324,-79.2996756682
"RETAIL STORE (FOOD)","B50-0225639","HEALTH SERVICE CENTRE","25-JUN-1993","BUSS, HENRY","4165359562","","1660 JANE ST","TORONTO, ON","M9N 2S1","","","","","BAKE SHOP;","",43.7019282661,-79.5039074448
"RETAIL STORE (FOOD)","B50-0225640","HEALTH SERVICE CENTRE","25-JUN-1993","BUSS, HENRY","4165359562","","971 BLOOR ST W","TORONTO, ON","M6H 1L7","","","","","FOODSTUFFS;","",43.6611350495,-79.4288387322
"RETAIL STORE (FOOD)","B50-0225663","SECOND CUP COFFEE CO.HUMBERTOWN","28-JUN-1993","978348 ONTARIO INC","4162392633","","270 THE KINGSWAY, #80","TORONTO, ON","M9A 3T7","SEATING CAPACITY UNDER 40;","","","","REFRESHMENTS;","",43.6617818114,-79.5198273318
"RETAIL STORE (FOOD)","B50-0225837","WUI CHUN YUEN HERBS & HEALTH FOOD CO.","07-JUL-1993","WUI CHUN YUEN TRADING LTD","4165028687","","375 BAMBURGH CIR, C101","TORONTO, ON","M1W 3Y1","","","","","FOODSTUFFS;","",43.815762432,-79.322286097
"RETAIL STORE (FOOD)","B50-0226417","BULK N' BITS","06-AUG-1993","BULK N' BITS INC","","","250 THE EAST MALL, #169","TORONTO, ON","M9B 3Y8","","","","","FOODSTUFFS;","",43.6324315542,-79.5544695803
"RETAIL STORE (FOOD)","B50-0227146","NOAH'S NATURAL FOODS (YONGE-EGLINTON) LTD","23-SEP-1993","NOAH'S NATURAL FOODS (YONGE-EGLINTON) LTD","","","2395 YONGE ST","TORONTO, ON","M4P 2E7","","","","","FOODSTUFFS;","",43.710029479,-79.398812338
"RETAIL STORE (FOOD)","B50-0229086","YAT CHEUN HERBS CO","28-JAN-1994","YAT CHEUN GINSENG & HERBS LTD","","","294 SPADINA AVE, #288 FL1","TORONTO, ON","M5T 2E7","","RETAIL STORE","","","FOODSTUFFS;","",43.6530453465,-79.398521193
"RETAIL STORE (FOOD)","B50-0230631","JNU MERCHANT","15-APR-1994","MYLVAGANAM, JEGANATHAN","4162665358","","2455 EGLINTON AVE E","TORONTO, ON","M1K 2P6","","LOCATED IN KENNEDY SUBWAY STATION","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.732487945,-79.26399325
"RETAIL STORE (FOOD)","B50-0231099","GERI'S EATIN' CENTRE","10-MAY-1994","E R L INVESTMENTS INC","","","1875 LESLIE ST, #5","TORONTO, ON","M3B 2M5","","","","","FOODSTUFFS;","",43.7564071704,-79.3591864007
"RETAIL STORE (FOOD)","B50-0232289","SUGAR & SPICE","12-JUL-1994","CHOPRA,ARJA-MAARETH/CHOPRA,DAVINDER K","","","265 AUGUSTA AVE","TORONTO, ON","M5T 2M1","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6556016649,-79.4021065939
"RETAIL STORE (FOOD)","B50-0234465","S & H HEALTH FOODS","01-JAN-1995","SANDHU, HARDEEP","4165304754","","500 REXDALE BLVD, K006","TORONTO, ON","M9W 6K5","","","","","FOODSTUFFS;","",43.7203852206,-79.600063976
"RETAIL STORE (FOOD)","B50-0235257","DOLLAR GUYS","16-JAN-1995","FAIAD ENTERPRISES INC","4162448604","","235 DIXON RD, #14","TORONTO, ON","M9P 2M5","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6966876521,-79.5439156629
"RETAIL STORE (FOOD)","B50-0235626","VIN BON - THE WINE EMPORIUM","07-FEB-1995","669832 ONTARIO INC","","","950 WILSON AVE","TORONTO, ON","M3K 1E7","","","","","FOODSTUFFS;","",43.730003514,-79.4708630352
"RETAIL STORE (FOOD)","B50-0237460","NATURALLY YOURS HEALTH FOODS LTD.","04-MAY-1995","NATURALLY YOURS HEALTH FOODS LTD","4163680100","","919 KINGSTON RD","TORONTO, ON","M4E 1S6","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6801657014,-79.2890159788
"RETAIL STORE (FOOD)","B50-0238963","TIN YIN SPICE WHOLESALER","25-JUL-1995","TIN YIN SPICE WHOLESALER CO LTD","","","63 SILVER STAR BLVD, E9","TORONTO, ON","M1V 5E5","","NO RETAIL OR DEALING WITH THE GENERAL PUBLIC","","","FOODSTUFFS;","",43.807249477,-79.290555158
"RETAIL STORE (FOOD)","B50-0239051","KWOK HING HERBS & DRIED SEAFOOD PRODUCTS INC","28-JUL-1995","KWOK HING HERBS & DRIED SEAFOOD PRODUCTS INC","","","250 ALTON TOWERS CIR, C5","TORONTO, ON","M1V 4P1","","","","","FOODSTUFFS;","",43.8248534876,-79.2775382895
"RETAIL STORE (FOOD)","B50-0240078","DOLLAR MAHAL","12-OCT-1995","999910 ONTARIO LTD","","","120 ERINGATE DR, #9","TORONTO, ON","M9C 3Z8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.660542372,-79.582226604
"RETAIL STORE (FOOD)","B50-0240447","ACM CLINIC ACUPUNCTURE AND CHINESE MEDICINE","02-NOV-1995","HAN, LUHENG","","","3089 BATHURST ST, #210","TORONTO, ON","M6A 2A4","","","","","FOODSTUFFS;","",43.7203244876,-79.4297058091
"RETAIL STORE (FOOD)","B50-0241733","KENSINGTON FRUIT MARKET","25-JAN-1996","1127511 ONTARIO INC","","","36 ST ANDREW ST","TORONTO, ON","M5T 1K6","NO SEATING ACCOMMODATION;","A.K.A 34 ST. ANDREWS ST","","","FOODSTUFFS;","",43.654273476,-79.400388129
"RETAIL STORE (FOOD)","B50-0241796","YUEN HING HONG HERBAL CO","30-JAN-1996","1164430 ONTARIO INC","","","4385 SHEPPARD AVE E, #8","TORONTO, ON","M1S 1T9","","","","","FOODSTUFFS;","",43.7864427209,-79.2699170513
"RETAIL STORE (FOOD)","B50-0241813","CHRIS' COFFEE SHOP","30-JAN-1996","TSERAMIS, LOUIS","4164479462","","1 VALLEYBROOK DR","TORONTO, ON","M3B 2S7","NO SEATING ACCOMMODATION;","","","","FOODSTUFFS;","",43.758531039,-79.3533382417
"RETAIL STORE (FOOD)","B50-0242159","R K BARGAINS","21-FEB-1996","VIG, RAKESH K","","","673A MARKHAM RD","TORONTO, ON","M1H 2A4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.761788244,-79.224516379
"RETAIL STORE (FOOD)","B50-0244567","PEARL RIVER FOOD COMPANY LTD","26-JUN-1996","PEARL RIVER FOOD COMPANY LTD","4163321676","","23 MILLIKEN BLVD, B15","TORONTO, ON","M1V 5H7","","WHOLESALE ONLY","","","FOODSTUFFS;","",43.8041440713,-79.2950816884
"RETAIL STORE (FOOD)","B50-0245798","CHAMPS FOOD SUPPLIES","10-SEP-1996","1124369 ONTARIO LTD","4165914016","","11 WIDMER ST","TORONTO, ON","M5V 2E8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.64693606,-79.391090411
"RETAIL STORE (FOOD)","B50-2904438","KSTORE","12-NOV-1996","KALANTAR, MANOUCHER","","","99 CARLTON ST","TORONTO, ON","M5B 1M1","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;","",43.6620507132,-79.3774664127
"RETAIL STORE (FOOD)","B50-3001581","PETER/S NATURAL HEALTH FOODS","18-FEB-1997","TSIOROS, PETER","4163648560","","93 FRONT ST E, S-BLDG 23","TORONTO, ON","M5E 1C3","","","","","FOODSTUFFS;","",43.6491532155,-79.3716135853
"RETAIL STORE (FOOD)","B50-3002317","TUTTI FRUTTI FAMOUS FOOD","02-JAN-1997","JEON, JAI CHANG","4165939281","","64 KENSINGTON AVE","TORONTO, ON","M5T 2K1","","","","","FOODSTUFFS;","",43.6543694741,-79.4007644853
"RETAIL STORE (FOOD)","B50-3004389","NGUYEN HUONG FOOD CO LTD","18-MAR-1997","NGUYEN HUONG FOOD CO LTD","4165994625","","322 SPADINA AVE","TORONTO, ON","M5T 2E7","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.6536572704,-79.3987469966
"RETAIL STORE (FOOD)","B50-3005092","CONCORD GINSENG & HERBS","08-JUL-1997","CONCORD GINSENG & HERBS LTD","4162933323","","4400 SHEPPARD AVE E, #12","TORONTO, ON","M1S 5J5","","","","","FOODSTUFFS;","",43.7878870447,-79.2698773436
"RETAIL STORE (FOOD)","B50-3005100","BANGKOK MEAT BALLS FOOD CO LTD","30-APR-1997","BANGKOK MEAT BALLS FOOD CO LTD","4165325354","","25 MILLIKEN BLVD, #11","TORONTO, ON","M1V 5H8","","","","","FOODSTUFFS;","",43.8043200416,-79.2951618126
"RETAIL STORE (FOOD)","B50-3006294","STAPLES BUSINESS DEPOT #026","19-JUN-1997","STAPLES CANADA INC","4164664900","","250 FRONT ST E","TORONTO, ON","M5A 1E9","","","","","FOODSTUFFS;","",43.6516059528,-79.3638478054
"RETAIL STORE (FOOD)","B50-3007285","PASTA GOODNESS","13-MAY-1997","1172635 ONTARIO LTD","4167870363","","602 MARLEE AVE","TORONTO, ON","M6B 3J5","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.7094002491,-79.4442177642
"RETAIL STORE (FOOD)","B50-3009035","THE KITCHEN TABLE","15-JUL-1997","THE KITCHEN TABLE INC ","4167780342","","10 QUEENS QUAY W","TORONTO, ON","M5J 2R9","NO SEATING ACCOMMODATION;","","","","CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;BAKE SHOP;","",43.6419209783,-79.3758133293
"RETAIL STORE (FOOD)","B50-3012359","TEN REN TEA & GINSENG CO (TORONTO)","10-NOV-1997","TEN REN TEA & GINSENG CO (TORONTO) LTD","4165987872","","454 DUNDAS ST W","TORONTO, ON","M5T 1G9","","","","","FOODSTUFFS;","",43.653431099,-79.396365857
"RETAIL STORE (FOOD)","B50-3013007","WORLDLY FOOD","01-JAN-1998","1203937 ONTARIO LTD","4167891280","","3535 BATHURST ST, REAR FL2","TORONTO, ON","M6A 2C7","",""" FOOD PREPERATION ONLY ""","","","FOODSTUFFS;","",43.7296414001,-79.4318149279
"RETAIL STORE (FOOD)","B50-3081061","AL-KARAM","23-MAR-1998","BUTT, MUHAMMAD SHAHID","4167548936","","3001 MARKHAM RD, #15","TORONTO, ON","M1X 1L6","NO SEATING ACCOMMODATION;","""FOR MANUFACTURING OF FOOD PRODUCTS WITH MAXIMIM 10%","ANCILLARY RETAIL"".","","REFRESHMENTS;","",43.8285964336,-79.2491319823
"RETAIL STORE (FOOD)","B50-3082597","CARIBBEAN SPLASH","17-MAR-1998","ABDUL, PRIESTNEL","4167522555","","2414 EGLINTON AVE E","TORONTO, ON","M1K 2P3","NO SEATING ACCOMMODATION;","","","","REFRESHMENTS;","",43.7324953968,-79.2693979572
"RETAIL STORE (FOOD)","B50-3083369","BULKMINE","29-APR-1998","BULKMINE INC","4165130783","","655 YONGE ST, MAIN","TORONTO, ON","M4Y 1Z9","","","","","FOODSTUFFS;","",43.6681800902,-79.3855633356
"RETAIL STORE (FOOD)","B50-3084073","THE HEALTH SHOPPE","19-MAY-1998","NIRVANA NATURAL FOODS LTD","4169681225","","1375 YONGE ST, A","TORONTO, ON","M4T 1Y4","","RETAIL USE MUST BE AT GRADE LEVEL ONLY BY-LAW NO. 438-86.","","","FOODSTUFFS;","",43.686780564,-79.3932415736
"RETAIL STORE (FOOD)","B50-3084091","OTTWAY HERBALIST","19-MAY-1998","OTTWAY HERBALIST INC","4164638910","","453 CHURCH ST","TORONTO, ON","M4Y 2C5","","","","","FOODSTUFFS;","",43.6640597429,-79.3798972029
"RETAIL STORE (FOOD)","B50-3084485","NUTRITION HOUSE","08-JUN-1998","1286609 ONTARIO INC","4165982638","","1 DUNDAS ST W, DA12","TORONTO, ON","M5G 1Z3","","LOCATED INSIDE THE EATON SHOPPING CENTRE","","","FOODSTUFFS;","",43.6559112502,-79.3815627015
"RETAIL STORE (FOOD)","B50-3085972","M&M MEAT SHOPS   (STORE #243)","20-JUL-1998","1268585 ONTARIO INC","4162866860","","3351 LAWRENCE AVE E, #3","TORONTO, ON","M1H 1A8","","CONSUMPTION OF FOOD/DRINKS OFF THE PREMISES ONLY","","","FOODSTUFFS;","",43.7573344946,-79.2347050724
"RETAIL STORE (FOOD)","B50-3087722","SUPPLEMENTS PLUS HEALTH PRODUCTS","09-NOV-1998","SUPPLEMENTS PLUS HEALTH PRODUCTS (1998) INC","4169628269","","2304 BLOOR ST W","TORONTO, ON","M6S 1P2","","","","","FOODSTUFFS;","",43.6506343036,-79.4795284717
"RETAIL STORE (FOOD)","B50-3089108","M Y  DOLLAR SHOP","14-OCT-1998","KO, MAN YING","4165337622","","2190 DUNDAS ST W","TORONTO, ON","M6R 1X3","","","","","FOODSTUFFS;","",43.6536988883,-79.4508628674
"RETAIL STORE (FOOD)","B50-3089136","QUEEN'S PASTA","04-FEB-1999","ETOBICOKE NOODLES INC","4162592902","","66 NEWCASTLE ST","TORONTO, ON","M8Y 1A4","","","","","FOODSTUFFS;","",43.618003075,-79.4979868867
"RETAIL STORE (FOOD)","B50-3091889","RUNNING ROOM CANADA","15-FEB-1999","RUNNING ROOM CANADA INC","7804393099","","2629 YONGE ST","TORONTO, ON","M4P 2J6","","""A.K.A. 2633 YONGE ST"".","","","FOODSTUFFS;","",43.7152252165,-79.3998087074
"RETAIL STORE (FOOD)","B50-3091891","RUNNING ROOM CANADA","05-MAY-1999","RUNNING ROOM CANADA INC","7804393099","","2100 BLOOR ST W, #3","TORONTO, ON","M6S 1M7","","","","","FOODSTUFFS;","",43.6526121394,-79.4709993868
"RETAIL STORE (FOOD)","B50-3091892","RUNNING ROOM CANADA","15-FEB-1999","RUNNING ROOM CANADA INC","7804393099","","1977 QUEEN ST E","TORONTO, ON","M4L 1J1","","","","","FOODSTUFFS;","",43.6697634312,-79.300468613
"RETAIL STORE (FOOD)","B50-3091976","HEALTHY PLANET","16-FEB-1999","1301026 ONTARIO LTD","4165108576","","85 ELLESMERE RD, #1","TORONTO, ON","M1R 4B8","","","","","FOODSTUFFS;","",43.7570957543,-79.3124106259
"RETAIL STORE (FOOD)","B50-3092650","S S  GIFT & SOUVENIR CO","12-FEB-1999","KHAN, SHAHZAD UMER","4165887100","","1140 BLOOR ST W","TORONTO, ON","M6H 4E6","","LOCATED AT DUFFERIN SUBWAY STATION","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6599432743,-79.4360227964
"RETAIL STORE (FOOD)","B50-3092984","SOLOWAY'S HOT DOG FACTORY OUTLET","23-FEB-1999","1311320 ONTARIO LTD","4168738840","","79 RICHMOND ST E, #101","TORONTO, ON","M5C 1N9","","""A.K.A. 76 LOMBARD ST"".","","","FOODSTUFFS;","",43.65247634,-79.3745052807
"RETAIL STORE (FOOD)","B50-3093915","","18-MAR-1999","PO SUNG HERBS & HEALTH FOOD STORE INC","4165962282","","75 HURON ST","TORONTO, ON","M5T 2A8","","","","","FOODSTUFFS;","",43.653714679,-79.39598813
"RETAIL STORE (FOOD)","B50-3095427","ERVANARIA VICTORIA","31-MAY-1999","ERVANARIA VICTORIA INC","4166037978","","920 DUNDAS ST W","TORONTO, ON","M6J 1W3","","","","","FOODSTUFFS;","",43.651024622,-79.413037486
"RETAIL STORE (FOOD)","B50-3095743","","14-APR-1999","NOAH'S NATURAL FOODS (YONGE NO 2) LTD","4169690220","","667 YONGE ST","TORONTO, ON","M4Y 1Z9","","","","","FOODSTUFFS;","",43.6685171831,-79.385712212
"RETAIL STORE (FOOD)","B50-3098828","GIA PHAT COMPANY","29-SEP-1999","1027766 ONTARIO LTD","4165934749","","155 AUGUSTA AVE","TORONTO, ON","M5T 2L4","","FOOD PREPARATION ONLY","","","FOODSTUFFS;","",43.6528085379,-79.4010366112
"RETAIL STORE (FOOD)","B50-3101470","MAGIC HEALTH FOOD","08-SEP-1999","MAGIC HEALTH FOOD CORP","4165321678","","646 BLOOR ST W","TORONTO, ON","M6G 1K9","","","","","FOODSTUFFS;","",43.6644269774,-79.4153146778
"RETAIL STORE (FOOD)","B50-3102789","HERBIE'S HERBS CO","01-JAN-2000","227833 ONTARIO INC","4165045755","","556 QUEEN ST W","TORONTO, ON","M5V 2B5","","A.K.A 554 QUEEN ST W","","","FOODSTUFFS;","",43.6475823958,-79.4032106368
"RETAIL STORE (FOOD)","B50-3104575","NATURE'S ALTERNATE","20-MAR-2000","RAHMAN, MOMTAZ","","","1885 FINCH AVE W, #40","TORONTO, ON","M3N 2V2","","","","","FOODSTUFFS;","",43.757073165,-79.51441319
"RETAIL STORE (FOOD)","B50-3104651","FOOD DIRECTIONS","22-FEB-2000","FOOD DIRECTIONS INC","4166090016","","120 MELFORD DR, #6,7 & 8","TORONTO, ON","M1B 2X5","","FOOD PREPARATION ONLY - FISH,MEAT,OR POULTRY PROCESSING PROH","IBITED","","FOODSTUFFS;","",43.811053228,-79.236995169
"RETAIL STORE (FOOD)","B50-3104889","OTTWAY HERBALIST","26-JAN-2000","OTTWAY HOLISTIC CLINIC INC","4164878307","","3188 YONGE ST","TORONTO, ON","M4N 2L1","","","","","FOODSTUFFS;","",43.7278637336,-79.4032186362
"RETAIL STORE (FOOD)","B50-3106041","REAL VEGETARIAN FOOD STORE","24-MAY-2000","CYRUS TRADING INC","4169160608","","23 MILLIKEN BLVD, B8","TORONTO, ON","M1V 5H7","","10% RETAIL ONLY","","","FOODSTUFFS;","",43.8041440713,-79.2950816884
"RETAIL STORE (FOOD)","B50-3106080","FAMILY FOOD MARKET","07-FEB-2000","1365011 ONTARIO INC","4162031288","","93 FRONT ST E","TORONTO, ON","M5E 1C3","","","","","FOODSTUFFS;","",43.6491532155,-79.3716135853
"RETAIL STORE (FOOD)","B50-3109505","THUVASS ENTERPRISE","09-JUN-2000","SIVAKOLUNTHU, KASIVISVANATHAN","4165335468","","565 BLOOR ST W","TORONTO, ON","M5S 1Y6","","LOCATED AT BATHURST SUBWAY STATION/KIOSK","","","FOODSTUFFS;","",43.6650340819,-79.4109649323
"RETAIL STORE (FOOD)","B50-3111867","WIENER HOME HARDWARE","29-AUG-2000","WIENER'S HARDWARE LTD","4169227043","","432 BLOOR ST W","TORONTO, ON","M5S 1X5","","","","","FOODSTUFFS;","",43.6659206749,-79.408406862
"RETAIL STORE (FOOD)","B50-3112795","URBAN FARE CATERING","22-SEP-2000","URBAN FARE CATERING INC","4165321010","","1415 BATHURST ST","TORONTO, ON","M5R 3H8","","FOR FOOD PREP. & STORAGE & TAKE OUT","","","FOODSTUFFS;","",43.6814138767,-79.4172279612
"RETAIL STORE (FOOD)","B50-3113480","BAYCREST CENTRE FOR GERIATRIC CARE","26-OCT-2000","BAYCREST CENTRE FOR GERIATRIC CARE","4167852500","2411","3560 BATHURST ST","TORONTO, ON","M6A 2E1","","LOCATED WITHIN THE BAYCREST CENTRE","","","FOODSTUFFS;","",43.7300642029,-79.4341465633
"RETAIL STORE (FOOD)","B50-3114558","ITALY AT HOME","01-JAN-2001","SOTTILE, ANNA MARIA","4166513042","","421 VAUGHAN RD","TORONTO, ON","M6C 2P1","","","","","FOODSTUFFS;BAKE SHOP;","",43.6889990197,-79.4323281152
"RETAIL STORE (FOOD)","B50-3117859","SUPER 5 INN","01-JAN-2001","1388729 ONTARIO LTD","4162525205","","1554 THE QUEENSWAY","TORONTO, ON","M8Z 1T5","","","","","FOODSTUFFS;","",43.618630407,-79.5393310693
"RETAIL STORE (FOOD)","B50-3118462","SMOKER'S DREAM","12-FEB-2001","BHOLAT,ESOOF/MULLA,SOYAB","4165387005","","45 OVERLEA BLVD, #3-4","TORONTO, ON","M4H 1C3","","","'","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7055467108,-79.3462588972
"RETAIL STORE (FOOD)","B50-3120925","","01-NOV-2001","TOYS ""R"" US (CANADA) LTD","9056602000","","690 EVANS AVE","TORONTO, ON","M9C 1A1","","","","","FOODSTUFFS;","",43.6096467616,-79.5560170411
"RETAIL STORE (FOOD)","B50-3120927","","01-JAN-2002","TOYS ""R"" US (CANADA) LTD","9056602000","","1440 LAWRENCE AVE E","TORONTO, ON","M4A 2V6","","","","","FOODSTUFFS;","",43.743386219,-79.31287237
"RETAIL STORE (FOOD)","B50-3120930","","01-NOV-2001","TOYS ""R"" US (CANADA) LTD","9056602000","","900 DUFFERIN ST","TORONTO, ON","M6H 4A9","","LOCATED IN DUFFERIN MALL","","","FOODSTUFFS;","",43.655817058,-79.435362328
"RETAIL STORE (FOOD)","B50-3120932","","02-NOV-2001","TOYS ""R"" US (CANADA) LTD","9056602000","","2300 YONGE ST","TORONTO, ON","M4P 1E4","","","","","FOODSTUFFS;","",43.707157574,-79.399083527
"RETAIL STORE (FOOD)","B50-3122082","MARCHE ISTANBUL","17-APR-2001","QUANTIMPEX INC","4167828668","","3220 DUFFERIN ST, #10A","TORONTO, ON","M6A 2T3","","","","","FOODSTUFFS;","",43.719032245,-79.45793383
"RETAIL STORE (FOOD)","B50-3122886","","04-JUN-2001","NATURALLY YOURS HEALTH FOODS LTD","4163680100","","77 ADELAIDE ST W","TORONTO, ON","M5H 1P9","","LOCATED IN FIRST CANADIAN PLACE","","","FOODSTUFFS;","",43.6493979139,-79.3821780554
"RETAIL STORE (FOOD)","B50-3123256","BARGAIN CLUB","31-MAY-2001","BARGAIN CLUB INC","4166141781","","3685 KEELE ST, #4A","TORONTO, ON","M3J 3H6","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.754076741,-79.487722482
"RETAIL STORE (FOOD)","B50-3123257","BARGAIN CLUB","31-MAY-2001","BARGAIN CLUB INC","4166141781","","2625C WESTON RD, #21","TORONTO, ON","M9N 3V8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",0,0
"RETAIL STORE (FOOD)","B50-3123495","MAC'S SUSHI","27-JUL-2001","MAC'S SUSHI INC","4162790991","","3401 DUFFERIN ST","TORONTO, ON","M6A 2T9","NO SEATING ACCOMMODATION;","LOCATED AT YORKDALE SHOPPING CENTRE","SUBJECT TO PROVISIONS OF NORTH YORK CITY BY-LAW 7625","","REFRESHMENTS;","",43.7260790335,-79.4514704404
"RETAIL STORE (FOOD)","B50-3126470","ESPERIA","09-AUG-2001","ESPERIA GRAPEJUICE LTD","4167529153","","753 WARDEN AVE","TORONTO, ON","M1L 4B2","","","","","FOODSTUFFS;","",43.7194935842,-79.2836323816
"RETAIL STORE (FOOD)","B50-3127518","EVERMORE GOURMET TREATS","24-AUG-2001","2003625 ONTARIO INC","4165983143","","700 UNIVERSITY AVE","TORONTO, ON","M5G 1Z5","","""KIOSK"" LOCATED IN LOWER LEVEL OF THE HYDRO BUILDING","","","FOODSTUFFS;","",43.6590163089,-79.3911913127
"RETAIL STORE (FOOD)","B50-3128514","JUSTIN'S NATURAL FOODS","12-SEP-2001","1154261 ONTARIO LTD","4164984170","","171 RAVEL RD","TORONTO, ON","M2H 1T1","","SUBJECT TO THE PROVISIONS OF CITY OF NORTH YORK ZONING BYLAW","7625 AS AMENDED","","FOODSTUFFS;","",43.7912306071,-79.367443125
"RETAIL STORE (FOOD)","B50-3129345","CHI JE LING","19-SEP-2001","CHI JE LING LTD","4162990316","","2347 KENNEDY RD, #101B","TORONTO, ON","M1T 3T8","","","","","FOODSTUFFS;","",43.784056517,-79.288289237
"RETAIL STORE (FOOD)","B50-3131082","DOLLARAMA #220","21-MAY-2002","DOLLARAMA LP DOLLARAMA S E C","5147371006","1433","250 THE EAST MALL, #120","TORONTO, ON","M9B 3Y8","","LOCATED WITHIN CLOVERDALE MALL","","","FOODSTUFFS;","",43.6324315542,-79.5544695803
"RETAIL STORE (FOOD)","B50-3131084","DOLLARAMA #225","01-JAN-2002","DOLLARAMA LP DOLLARAMA S E C","5147371006","1433","2300 LAWRENCE AVE E","TORONTO, ON","M1P 2R2","","","","","FOODSTUFFS;","",43.7506238686,-79.2769781054
"RETAIL STORE (FOOD)","B50-3131562","KARLOVO","04-SEP-2001","KARLOVO INC","4164215207","","469 COSBURN AVE","TORONTO, ON","M4J 2N6","","PROVIDED 2 ON-SITE PARKING SPACES ARE PROVIDED AS PER","BY-LAW 6752","","REFRESHMENTS;","",43.6926594088,-79.3339785027
"RETAIL STORE (FOOD)","B50-3133130","DOLLAR CLUB","03-OCT-2001","DOLLAR CLUB INC","9056246350","","875 ST CLAIR AVE W","TORONTO, ON","M6C 1C4","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.679817608,-79.4332102297
"RETAIL STORE (FOOD)","B50-3133822","MAN TAK HONG","01-JAN-2002","LAM, VAN TO","4165982890","","222 SPADINA AVE, #101A","TORONTO, ON","M5T 3B3","","","","","FOODSTUFFS;","",43.6509372448,-79.3978409971
"RETAIL STORE (FOOD)","B50-3135637","N & H FOOD CO","29-JAN-2002","N & H FOOD CO LTD","4166530468","","125 UNION ST, #2","TORONTO, ON","M6N 3N4","",""" FOR FOOD STORAGE & PREPERATION ONLY """,""" WHOLESALE ONLY "" ""AKA 123 UNION ST""","","FOODSTUFFS;","",0,0
"RETAIL STORE (FOOD)","B50-3136824","BA GROCERY","29-JAN-2002","ARGILOFF, ZORA","4163681371","","140 SACKVILLE ST","TORONTO, ON","M5A 3E7","","ALSO HOLDS LIC 30-12119","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.6574415204,-79.3621852324
"RETAIL STORE (FOOD)","B50-3136846","ZHI FONG TRADING COMPANY","01-JAN-2002","ZHI FONG TRADING COMPANY LTD","4165987828","","46 KENSINGTON AVE","TORONTO, ON","M5T 2K1","","","","","FOODSTUFFS;","",43.6539212538,-79.4006407521
"RETAIL STORE (FOOD)","B50-3136965","DOLLAR ZONE","17-JAN-2002","DOLLAR ZONE INC","4165028407","","2782 VICTORIA PARK AVE","TORONTO, ON","M2J 4A8","","","","","CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;","",43.7881180004,-79.3294407827
"RETAIL STORE (FOOD)","B50-3137560","KENPIK BULK SHOP","20-FEB-2002","KENPIK BULK SHOP INC","4169328428","","151 MANOR RD E","TORONTO, ON","M4S 1R7","","","","","FOODSTUFFS;","",43.7041199769,-79.3890005085
"RETAIL STORE (FOOD)","B50-3137781","BIWAY ZONE","21-FEB-2002","1508323 ONTARIO INC","","","2950 LAKE SHORE BLVD W","TORONTO, ON","M8V 1J6","","","","","FOODSTUFFS;","",43.6009891699,-79.5060026529
"RETAIL STORE (FOOD)","B50-3238801","SEASONAL HEALTH CARE EQUIPMENT & HERBS","18-FEB-2002","SEASONAL HEALTH CARE EQUIPMENT & HERBS CO LTD","4163210616","","4215 SHEPPARD AVE E, D1","TORONTO, ON","M1S 5H5","","","","","FOODSTUFFS;","",43.7853067764,-79.2778465762
"RETAIL STORE (FOOD)","B50-3243765","WAL-MART","02-MAY-2002","WAL-MART CANADA CORP","9058212111","75205","300 BOROUGH DR","TORONTO, ON","M1P 4P5","","LOCATED IN SCARBOROUGH TOWN CENTRE","","","REFRESHMENTS;BAKE SHOP;MOTOR OIL;","",43.7762918562,-79.2580219048
